"","adm1","adm2","month","year","conf"
"1301","Kindia","Forecariah",9,2018,4789
"1302","Kindia","Forecariah",9,2019,6318
"1303","Kindia","Forecariah",9,2020,4937
"1304","Kindia","Forecariah",9,2021,5269
"1305","Kindia","Forecariah",9,2022,5376
"1306","Kindia","Forecariah",10,2018,4065
"1307","Kindia","Forecariah",10,2019,5069
"1308","Kindia","Forecariah",10,2020,3619
"1309","Kindia","Forecariah",10,2021,4068
"1310","Kindia","Forecariah",10,2022,4632
"1311","Kindia","Forecariah",11,2018,4616
"1312","Kindia","Forecariah",11,2019,5691
"1313","Kindia","Forecariah",11,2020,5591
"1314","Kindia","Forecariah",11,2021,4610
"1315","Kindia","Forecariah",11,2022,5187
"1316","Kindia","Forecariah",12,2018,4591
"1317","Kindia","Forecariah",12,2019,6249
"1318","Kindia","Forecariah",12,2020,5660
"1319","Kindia","Forecariah",12,2021,5786
"1320","Kindia","Forecariah",12,2022,4845
"1321","Kindia","Kindia",1,2018,2884
"1322","Kindia","Kindia",1,2019,2500
"1323","Kindia","Kindia",1,2020,4285
"1324","Kindia","Kindia",1,2021,5666
"1325","Kindia","Kindia",1,2022,7184
"1326","Kindia","Kindia",2,2018,2572
"1327","Kindia","Kindia",2,2019,2183
"1328","Kindia","Kindia",2,2020,5186
"1329","Kindia","Kindia",2,2021,5840
"1330","Kindia","Kindia",2,2022,7505
"1331","Kindia","Kindia",3,2018,2827
"1332","Kindia","Kindia",3,2019,2856
"1333","Kindia","Kindia",3,2020,3851
"1334","Kindia","Kindia",3,2021,6715
"1335","Kindia","Kindia",3,2022,6886
"1336","Kindia","Kindia",4,2018,2573
"1337","Kindia","Kindia",4,2019,2702
"1338","Kindia","Kindia",4,2020,3125
"1339","Kindia","Kindia",4,2021,6001
"1340","Kindia","Kindia",4,2022,8817
"1341","Kindia","Kindia",5,2018,2741
"1342","Kindia","Kindia",5,2019,2282
"1343","Kindia","Kindia",5,2020,4207
"1344","Kindia","Kindia",5,2021,5606
"1345","Kindia","Kindia",5,2022,6865
"1346","Kindia","Kindia",6,2018,3103
"1347","Kindia","Kindia",6,2019,4068
"1348","Kindia","Kindia",6,2020,5273
"1349","Kindia","Kindia",6,2021,6696
"1350","Kindia","Kindia",6,2022,7926
"1351","Kindia","Kindia",7,2018,4317
"1352","Kindia","Kindia",7,2019,5523
"1353","Kindia","Kindia",7,2020,5282
"1354","Kindia","Kindia",7,2021,9529
"1355","Kindia","Kindia",7,2022,8963
"1356","Kindia","Kindia",8,2018,4634
"1357","Kindia","Kindia",8,2019,4866
"1358","Kindia","Kindia",8,2020,4759
"1359","Kindia","Kindia",8,2021,10296
"1360","Kindia","Kindia",8,2022,10573
"1361","Kindia","Kindia",9,2018,3784
"1362","Kindia","Kindia",9,2019,4958
"1363","Kindia","Kindia",9,2020,4710
"1364","Kindia","Kindia",9,2021,7773
"1365","Kindia","Kindia",9,2022,10857
"1366","Kindia","Kindia",10,2018,3839
"1367","Kindia","Kindia",10,2019,4280
"1368","Kindia","Kindia",10,2020,4005
"1369","Kindia","Kindia",10,2021,9173
"1370","Kindia","Kindia",10,2022,10861
"1371","Kindia","Kindia",11,2018,28
"1372","Kindia","Kindia",11,2019,4911
"1373","Kindia","Kindia",11,2020,5100
"1374","Kindia","Kindia",11,2021,8883
"1375","Kindia","Kindia",11,2022,11131
"1376","Kindia","Kindia",12,2018,200
"1377","Kindia","Kindia",12,2019,5201
"1378","Kindia","Kindia",12,2020,6472
"1379","Kindia","Kindia",12,2021,7840
"1380","Kindia","Kindia",12,2022,10207
"1381","Kindia","Telimele",1,2018,1438
"1382","Kindia","Telimele",1,2019,1704
"1383","Kindia","Telimele",1,2020,1600
"1384","Kindia","Telimele",1,2021,2013
"1385","Kindia","Telimele",1,2022,2539
"1386","Kindia","Telimele",2,2018,1236
"1387","Kindia","Telimele",2,2019,1470
"1388","Kindia","Telimele",2,2020,1724
"1389","Kindia","Telimele",2,2021,2551
"1390","Kindia","Telimele",2,2022,2170
"1391","Kindia","Telimele",3,2018,1101
"1392","Kindia","Telimele",3,2019,1491
"1393","Kindia","Telimele",3,2020,1479
"1394","Kindia","Telimele",3,2021,2419
"1395","Kindia","Telimele",3,2022,2484
"1396","Kindia","Telimele",4,2018,1186
"1397","Kindia","Telimele",4,2019,1386
"1398","Kindia","Telimele",4,2020,1451
"1399","Kindia","Telimele",4,2021,2447
"1400","Kindia","Telimele",4,2022,2162
"1401","Kindia","Telimele",5,2018,1418
"1402","Kindia","Telimele",5,2019,1317
"1403","Kindia","Telimele",5,2020,2165
"1404","Kindia","Telimele",5,2021,2548
"1405","Kindia","Telimele",5,2022,2418
"1406","Kindia","Telimele",6,2018,1935
"1407","Kindia","Telimele",6,2019,1811
"1408","Kindia","Telimele",6,2020,3199
"1409","Kindia","Telimele",6,2021,3964
"1410","Kindia","Telimele",6,2022,3952
"1411","Kindia","Telimele",7,2018,2601
"1412","Kindia","Telimele",7,2019,2827
"1413","Kindia","Telimele",7,2020,3491
"1414","Kindia","Telimele",7,2021,6286
"1415","Kindia","Telimele",7,2022,6655
"1416","Kindia","Telimele",8,2018,2906
"1417","Kindia","Telimele",8,2019,3673
"1418","Kindia","Telimele",8,2020,3877
"1419","Kindia","Telimele",8,2021,6226
"1420","Kindia","Telimele",8,2022,6571
"1421","Kindia","Telimele",9,2018,2325
"1422","Kindia","Telimele",9,2019,2932
"1423","Kindia","Telimele",9,2020,3494
"1424","Kindia","Telimele",9,2021,5178
"1425","Kindia","Telimele",9,2022,5599
"1426","Kindia","Telimele",10,2018,2232
"1427","Kindia","Telimele",10,2019,2372
"1428","Kindia","Telimele",10,2020,2654
"1429","Kindia","Telimele",10,2021,3813
"1430","Kindia","Telimele",10,2022,4230
"1431","Kindia","Telimele",11,2018,1738
"1432","Kindia","Telimele",11,2019,2308
"1433","Kindia","Telimele",11,2020,3129
"1434","Kindia","Telimele",11,2021,3585
"1435","Kindia","Telimele",11,2022,5083
"1436","Kindia","Telimele",12,2018,1816
"1437","Kindia","Telimele",12,2019,2313
"1438","Kindia","Telimele",12,2020,2788
"1439","Kindia","Telimele",12,2021,4000
"1440","Kindia","Telimele",12,2022,4274
"1441","Labe","Koubia",1,2018,226
"1442","Labe","Koubia",1,2019,246
"1443","Labe","Koubia",1,2020,403
"1444","Labe","Koubia",1,2021,420
"1445","Labe","Koubia",1,2022,562
"1446","Labe","Koubia",2,2018,187
"1447","Labe","Koubia",2,2019,266
"1448","Labe","Koubia",2,2020,290
"1449","Labe","Koubia",2,2021,286
"1450","Labe","Koubia",2,2022,371
"1451","Labe","Koubia",3,2018,219
"1452","Labe","Koubia",3,2019,162
"1453","Labe","Koubia",3,2020,265
"1454","Labe","Koubia",3,2021,277
"1455","Labe","Koubia",3,2022,276
"1456","Labe","Koubia",4,2018,313
"1457","Labe","Koubia",4,2019,174
"1458","Labe","Koubia",4,2020,196
"1459","Labe","Koubia",4,2021,249
"1460","Labe","Koubia",4,2022,272
"1461","Labe","Koubia",5,2018,314
"1462","Labe","Koubia",5,2019,247
"1463","Labe","Koubia",5,2020,324
"1464","Labe","Koubia",5,2021,281
"1465","Labe","Koubia",5,2022,445
"1466","Labe","Koubia",6,2018,478
"1467","Labe","Koubia",6,2019,440
"1468","Labe","Koubia",6,2020,1271
"1469","Labe","Koubia",6,2021,868
"1470","Labe","Koubia",6,2022,1613
"1471","Labe","Koubia",7,2018,1675
"1472","Labe","Koubia",7,2019,1834
"1473","Labe","Koubia",7,2020,2509
"1474","Labe","Koubia",7,2021,3165
"1475","Labe","Koubia",7,2022,3018
"1476","Labe","Koubia",8,2018,3392
"1477","Labe","Koubia",8,2019,3073
"1478","Labe","Koubia",8,2020,2845
"1479","Labe","Koubia",8,2021,3104
"1480","Labe","Koubia",8,2022,3451
"1481","Labe","Koubia",9,2018,2053
"1482","Labe","Koubia",9,2019,1781
"1483","Labe","Koubia",9,2020,1701
"1484","Labe","Koubia",9,2021,2014
"1485","Labe","Koubia",9,2022,2221
"1486","Labe","Koubia",10,2018,1810
"1487","Labe","Koubia",10,2019,2171
"1488","Labe","Koubia",10,2020,621
"1489","Labe","Koubia",10,2021,1454
"1490","Labe","Koubia",10,2022,1397
"1491","Labe","Koubia",11,2018,1199
"1492","Labe","Koubia",11,2019,2200
"1493","Labe","Koubia",11,2020,1793
"1494","Labe","Koubia",11,2021,1821
"1495","Labe","Koubia",11,2022,2351
"1496","Labe","Koubia",12,2018,543
"1497","Labe","Koubia",12,2019,842
"1498","Labe","Koubia",12,2020,592
"1499","Labe","Koubia",12,2021,898
"1500","Labe","Koubia",12,2022,856
"1501","Labe","Labe",1,2018,410
"1502","Labe","Labe",1,2019,715
"1503","Labe","Labe",1,2020,620
"1504","Labe","Labe",1,2021,688
"1505","Labe","Labe",1,2022,1775
"1506","Labe","Labe",2,2018,351
"1507","Labe","Labe",2,2019,470
"1508","Labe","Labe",2,2020,498
"1509","Labe","Labe",2,2021,587
"1510","Labe","Labe",2,2022,967
"1511","Labe","Labe",3,2018,380
"1512","Labe","Labe",3,2019,433
"1513","Labe","Labe",3,2020,449
"1514","Labe","Labe",3,2021,460
"1515","Labe","Labe",3,2022,703
"1516","Labe","Labe",4,2018,494
"1517","Labe","Labe",4,2019,371
"1518","Labe","Labe",4,2020,415
"1519","Labe","Labe",4,2021,430
"1520","Labe","Labe",4,2022,828
"1521","Labe","Labe",5,2018,605
"1522","Labe","Labe",5,2019,520
"1523","Labe","Labe",5,2020,772
"1524","Labe","Labe",5,2021,598
"1525","Labe","Labe",5,2022,1233
"1526","Labe","Labe",6,2018,1138
"1527","Labe","Labe",6,2019,1350
"1528","Labe","Labe",6,2020,2768
"1529","Labe","Labe",6,2021,1655
"1530","Labe","Labe",6,2022,3474
"1531","Labe","Labe",7,2018,3599
"1532","Labe","Labe",7,2019,3885
"1533","Labe","Labe",7,2020,4492
"1534","Labe","Labe",7,2021,4920
"1535","Labe","Labe",7,2022,6775
"1536","Labe","Labe",8,2018,6709
"1537","Labe","Labe",8,2019,5381
"1538","Labe","Labe",8,2020,5467
"1539","Labe","Labe",8,2021,5609
"1540","Labe","Labe",8,2022,8344
"1541","Labe","Labe",9,2018,5136
"1542","Labe","Labe",9,2019,4818
"1543","Labe","Labe",9,2020,4802
"1544","Labe","Labe",9,2021,4320
"1545","Labe","Labe",9,2022,6280
"1546","Labe","Labe",10,2018,5969
"1547","Labe","Labe",10,2019,5854
"1548","Labe","Labe",10,2020,2744
"1549","Labe","Labe",10,2021,5060
"1550","Labe","Labe",10,2022,6454
"1551","Labe","Labe",11,2018,4707
"1552","Labe","Labe",11,2019,5393
"1553","Labe","Labe",11,2020,3976
"1554","Labe","Labe",11,2021,4761
"1555","Labe","Labe",11,2022,7288
"1556","Labe","Labe",12,2018,1361
"1557","Labe","Labe",12,2019,1876
"1558","Labe","Labe",12,2020,1374
"1559","Labe","Labe",12,2021,2232
"1560","Labe","Labe",12,2022,2929
"1561","Labe","Lelouma",1,2018,463
"1562","Labe","Lelouma",1,2019,506
"1563","Labe","Lelouma",1,2020,584
"1564","Labe","Lelouma",1,2021,557
"1565","Labe","Lelouma",1,2022,1524
"1566","Labe","Lelouma",2,2018,271
"1567","Labe","Lelouma",2,2019,283
"1568","Labe","Lelouma",2,2020,396
"1569","Labe","Lelouma",2,2021,439
"1570","Labe","Lelouma",2,2022,892
"1571","Labe","Lelouma",3,2018,284
"1572","Labe","Lelouma",3,2019,325
"1573","Labe","Lelouma",3,2020,385
"1574","Labe","Lelouma",3,2021,427
"1575","Labe","Lelouma",3,2022,714
"1576","Labe","Lelouma",4,2018,249
"1577","Labe","Lelouma",4,2019,275
"1578","Labe","Lelouma",4,2020,259
"1579","Labe","Lelouma",4,2021,505
"1580","Labe","Lelouma",4,2022,558
"1581","Labe","Lelouma",5,2018,341
"1582","Labe","Lelouma",5,2019,416
"1583","Labe","Lelouma",5,2020,801
"1584","Labe","Lelouma",5,2021,793
"1585","Labe","Lelouma",5,2022,1051
"1586","Labe","Lelouma",6,2018,823
"1587","Labe","Lelouma",6,2019,855
"1588","Labe","Lelouma",6,2020,1823
"1589","Labe","Lelouma",6,2021,1108
"1590","Labe","Lelouma",6,2022,2139
"1591","Labe","Lelouma",7,2018,2018
"1592","Labe","Lelouma",7,2019,2331
"1593","Labe","Lelouma",7,2020,2873
"1594","Labe","Lelouma",7,2021,3548
"1595","Labe","Lelouma",7,2022,4813
"1596","Labe","Lelouma",8,2018,463
"1597","Labe","Lelouma",8,2019,3623
"1598","Labe","Lelouma",8,2020,3181
"1599","Labe","Lelouma",8,2021,3617
"1600","Labe","Lelouma",8,2022,6107
"1601","Labe","Lelouma",9,2018,3862
"1602","Labe","Lelouma",9,2019,3130
"1603","Labe","Lelouma",9,2020,2664
"1604","Labe","Lelouma",9,2021,2904
"1605","Labe","Lelouma",9,2022,4216
"1606","Labe","Lelouma",10,2018,3785
"1607","Labe","Lelouma",10,2019,3002
"1608","Labe","Lelouma",10,2020,2630
"1609","Labe","Lelouma",10,2021,2984
"1610","Labe","Lelouma",10,2022,3441
"1611","Labe","Lelouma",11,2018,2786
"1612","Labe","Lelouma",11,2019,2864
"1613","Labe","Lelouma",11,2020,3526
"1614","Labe","Lelouma",11,2021,2845
"1615","Labe","Lelouma",11,2022,5122
"1616","Labe","Lelouma",12,2018,967
"1617","Labe","Lelouma",12,2019,1454
"1618","Labe","Lelouma",12,2020,1093
"1619","Labe","Lelouma",12,2021,1714
"1620","Labe","Lelouma",12,2022,1693
"1621","Labe","Mali",1,2018,429
"1622","Labe","Mali",1,2019,578
"1623","Labe","Mali",1,2020,351
"1624","Labe","Mali",1,2021,410
"1625","Labe","Mali",1,2022,1046
"1626","Labe","Mali",2,2018,419
"1627","Labe","Mali",2,2019,336
"1628","Labe","Mali",2,2020,438
"1629","Labe","Mali",2,2021,618
"1630","Labe","Mali",2,2022,697
"1631","Labe","Mali",3,2018,243
"1632","Labe","Mali",3,2019,267
"1633","Labe","Mali",3,2020,272
"1634","Labe","Mali",3,2021,400
"1635","Labe","Mali",3,2022,476
"1636","Labe","Mali",4,2018,216
"1637","Labe","Mali",4,2019,195
"1638","Labe","Mali",4,2020,279
"1639","Labe","Mali",4,2021,311
"1640","Labe","Mali",4,2022,375
"1641","Labe","Mali",5,2018,209
"1642","Labe","Mali",5,2019,213
"1643","Labe","Mali",5,2020,347
"1644","Labe","Mali",5,2021,303
"1645","Labe","Mali",5,2022,577
"1646","Labe","Mali",6,2018,469
"1647","Labe","Mali",6,2019,327
"1648","Labe","Mali",6,2020,1120
"1649","Labe","Mali",6,2021,920
"1650","Labe","Mali",6,2022,1580
"1651","Labe","Mali",7,2018,1843
"1652","Labe","Mali",7,2019,2124
"1653","Labe","Mali",7,2020,4403
"1654","Labe","Mali",7,2021,5692
"1655","Labe","Mali",7,2022,6855
"1656","Labe","Mali",8,2018,5084
"1657","Labe","Mali",8,2019,3375
"1658","Labe","Mali",8,2020,4586
"1659","Labe","Mali",8,2021,6317
"1660","Labe","Mali",8,2022,7808
"1661","Labe","Mali",9,2018,3171
"1662","Labe","Mali",9,2019,2706
"1663","Labe","Mali",9,2020,3071
"1664","Labe","Mali",9,2021,4238
"1665","Labe","Mali",9,2022,4856
"1666","Labe","Mali",10,2018,4290
"1667","Labe","Mali",10,2019,3844
"1668","Labe","Mali",10,2020,2265
"1669","Labe","Mali",10,2021,2929
"1670","Labe","Mali",10,2022,4457
"1671","Labe","Mali",11,2018,2903
"1672","Labe","Mali",11,2019,3765
"1673","Labe","Mali",11,2020,2229
"1674","Labe","Mali",11,2021,3219
"1675","Labe","Mali",11,2022,4757
"1676","Labe","Mali",12,2018,855
"1677","Labe","Mali",12,2019,957
"1678","Labe","Mali",12,2020,893
"1679","Labe","Mali",12,2021,1872
"1680","Labe","Mali",12,2022,1400
"1681","Labe","Tougue",1,2018,299
"1682","Labe","Tougue",1,2019,422
"1683","Labe","Tougue",1,2020,481
"1684","Labe","Tougue",1,2021,532
"1685","Labe","Tougue",1,2022,904
"1686","Labe","Tougue",2,2018,226
"1687","Labe","Tougue",2,2019,259
"1688","Labe","Tougue",2,2020,433
"1689","Labe","Tougue",2,2021,374
"1690","Labe","Tougue",2,2022,665
"1691","Labe","Tougue",3,2018,195
"1692","Labe","Tougue",3,2019,171
"1693","Labe","Tougue",3,2020,366
"1694","Labe","Tougue",3,2021,352
"1695","Labe","Tougue",3,2022,486
"1696","Labe","Tougue",4,2018,289
"1697","Labe","Tougue",4,2019,213
"1698","Labe","Tougue",4,2020,229
"1699","Labe","Tougue",4,2021,583
"1700","Labe","Tougue",4,2022,512
"1701","Labe","Tougue",5,2018,346
"1702","Labe","Tougue",5,2019,267
"1703","Labe","Tougue",5,2020,1030
"1704","Labe","Tougue",5,2021,779
"1705","Labe","Tougue",5,2022,925
"1706","Labe","Tougue",6,2018,1001
"1707","Labe","Tougue",6,2019,1610
"1708","Labe","Tougue",6,2020,4096
"1709","Labe","Tougue",6,2021,2496
"1710","Labe","Tougue",6,2022,2991
"1711","Labe","Tougue",7,2018,2976
"1712","Labe","Tougue",7,2019,3229
"1713","Labe","Tougue",7,2020,5356
"1714","Labe","Tougue",7,2021,5091
"1715","Labe","Tougue",7,2022,5437
"1716","Labe","Tougue",8,2018,3832
"1717","Labe","Tougue",8,2019,4576
"1718","Labe","Tougue",8,2020,4221
"1719","Labe","Tougue",8,2021,3763
"1720","Labe","Tougue",8,2022,3982
"1721","Labe","Tougue",9,2018,2999
"1722","Labe","Tougue",9,2019,3947
"1723","Labe","Tougue",9,2020,2460
"1724","Labe","Tougue",9,2021,2587
"1725","Labe","Tougue",9,2022,2792
"1726","Labe","Tougue",10,2018,2893
"1727","Labe","Tougue",10,2019,4042
"1728","Labe","Tougue",10,2020,1980
"1729","Labe","Tougue",10,2021,2878
"1730","Labe","Tougue",10,2022,2522
"1731","Labe","Tougue",11,2018,2666
"1732","Labe","Tougue",11,2019,3891
"1733","Labe","Tougue",11,2020,2906
"1734","Labe","Tougue",11,2021,2584
"1735","Labe","Tougue",11,2022,4054
"1736","Labe","Tougue",12,2018,799
"1737","Labe","Tougue",12,2019,1855
"1738","Labe","Tougue",12,2020,940
"1739","Labe","Tougue",12,2021,1489
"1740","Labe","Tougue",12,2022,1406
"1741","Mamou","Dalaba",1,2018,705
"1742","Mamou","Dalaba",1,2019,640
"1743","Mamou","Dalaba",1,2020,788
"1744","Mamou","Dalaba",1,2021,983
"1745","Mamou","Dalaba",1,2022,1347
"1746","Mamou","Dalaba",2,2018,596
"1747","Mamou","Dalaba",2,2019,627
"1748","Mamou","Dalaba",2,2020,754
"1749","Mamou","Dalaba",2,2021,1015
"1750","Mamou","Dalaba",2,2022,1064
"1751","Mamou","Dalaba",3,2018,532
"1752","Mamou","Dalaba",3,2019,524
"1753","Mamou","Dalaba",3,2020,820
"1754","Mamou","Dalaba",3,2021,920
"1755","Mamou","Dalaba",3,2022,1051
"1756","Mamou","Dalaba",4,2018,679
"1757","Mamou","Dalaba",4,2019,606
"1758","Mamou","Dalaba",4,2020,489
"1759","Mamou","Dalaba",4,2021,903
"1760","Mamou","Dalaba",4,2022,950
"1761","Mamou","Dalaba",5,2018,800
"1762","Mamou","Dalaba",5,2019,900
"1763","Mamou","Dalaba",5,2020,1023
"1764","Mamou","Dalaba",5,2021,1068
"1765","Mamou","Dalaba",5,2022,1168
"1766","Mamou","Dalaba",6,2018,1443
"1767","Mamou","Dalaba",6,2019,1186
"1768","Mamou","Dalaba",6,2020,2068
"1769","Mamou","Dalaba",6,2021,1810
"1770","Mamou","Dalaba",6,2022,2321
"1771","Mamou","Dalaba",7,2018,2804
"1772","Mamou","Dalaba",7,2019,2371
"1773","Mamou","Dalaba",7,2020,2420
"1774","Mamou","Dalaba",7,2021,3227
"1775","Mamou","Dalaba",7,2022,4613
"1776","Mamou","Dalaba",8,2018,4148
"1777","Mamou","Dalaba",8,2019,2975
"1778","Mamou","Dalaba",8,2020,2423
"1779","Mamou","Dalaba",8,2021,3133
"1780","Mamou","Dalaba",8,2022,5128
"1781","Mamou","Dalaba",9,2018,2613
"1782","Mamou","Dalaba",9,2019,2205
"1783","Mamou","Dalaba",9,2020,1958
"1784","Mamou","Dalaba",9,2021,2067
"1785","Mamou","Dalaba",9,2022,3845
"1786","Mamou","Dalaba",10,2018,2234
"1787","Mamou","Dalaba",10,2019,2258
"1788","Mamou","Dalaba",10,2020,1872
"1789","Mamou","Dalaba",10,2021,2359
"1790","Mamou","Dalaba",10,2022,3554
"1791","Mamou","Dalaba",11,2018,2243
"1792","Mamou","Dalaba",11,2019,2649
"1793","Mamou","Dalaba",11,2020,2377
"1794","Mamou","Dalaba",11,2021,2393
"1795","Mamou","Dalaba",11,2022,4121
"1796","Mamou","Dalaba",12,2018,1230
"1797","Mamou","Dalaba",12,2019,1668
"1798","Mamou","Dalaba",12,2020,1038
"1799","Mamou","Dalaba",12,2021,1616
"1800","Mamou","Dalaba",12,2022,2106
"1801","Mamou","Mamou",1,2018,2117
"1802","Mamou","Mamou",1,2019,2717
"1803","Mamou","Mamou",1,2020,3559
"1804","Mamou","Mamou",1,2021,3874
"1805","Mamou","Mamou",1,2022,4768
"1806","Mamou","Mamou",2,2018,1766
"1807","Mamou","Mamou",2,2019,2921
"1808","Mamou","Mamou",2,2020,2999
"1809","Mamou","Mamou",2,2021,3943
"1810","Mamou","Mamou",2,2022,4009
"1811","Mamou","Mamou",3,2018,2262
"1812","Mamou","Mamou",3,2019,2800
"1813","Mamou","Mamou",3,2020,3364
"1814","Mamou","Mamou",3,2021,3642
"1815","Mamou","Mamou",3,2022,4627
"1816","Mamou","Mamou",4,2018,3095
"1817","Mamou","Mamou",4,2019,2864
"1818","Mamou","Mamou",4,2020,2453
"1819","Mamou","Mamou",4,2021,4187
"1820","Mamou","Mamou",4,2022,5410
"1821","Mamou","Mamou",5,2018,3294
"1822","Mamou","Mamou",5,2019,3693
"1823","Mamou","Mamou",5,2020,4995
"1824","Mamou","Mamou",5,2021,5649
"1825","Mamou","Mamou",5,2022,5397
"1826","Mamou","Mamou",6,2018,4956
"1827","Mamou","Mamou",6,2019,6440
"1828","Mamou","Mamou",6,2020,9673
"1829","Mamou","Mamou",6,2021,8680
"1830","Mamou","Mamou",6,2022,11387
"1831","Mamou","Mamou",7,2018,7971
"1832","Mamou","Mamou",7,2019,9794
"1833","Mamou","Mamou",7,2020,9128
"1834","Mamou","Mamou",7,2021,12268
"1835","Mamou","Mamou",7,2022,14842
"1836","Mamou","Mamou",8,2018,10378
"1837","Mamou","Mamou",8,2019,9943
"1838","Mamou","Mamou",8,2020,9809
"1839","Mamou","Mamou",8,2021,12459
"1840","Mamou","Mamou",8,2022,13274
"1841","Mamou","Mamou",9,2018,8243
"1842","Mamou","Mamou",9,2019,9264
"1843","Mamou","Mamou",9,2020,8911
"1844","Mamou","Mamou",9,2021,7297
"1845","Mamou","Mamou",9,2022,9531
"1846","Mamou","Mamou",10,2018,6766
"1847","Mamou","Mamou",10,2019,6530
"1848","Mamou","Mamou",10,2020,5562
"1849","Mamou","Mamou",10,2021,7148
"1850","Mamou","Mamou",10,2022,9093
"1851","Mamou","Mamou",11,2018,6267
"1852","Mamou","Mamou",11,2019,7834
"1853","Mamou","Mamou",11,2020,7855
"1854","Mamou","Mamou",11,2021,7874
"1855","Mamou","Mamou",11,2022,11342
"1856","Mamou","Mamou",12,2018,3137
"1857","Mamou","Mamou",12,2019,5606
"1858","Mamou","Mamou",12,2020,4733
"1859","Mamou","Mamou",12,2021,6242
"1860","Mamou","Mamou",12,2022,7245
"1861","Mamou","Pita",1,2018,862
"1862","Mamou","Pita",1,2019,1038
"1863","Mamou","Pita",1,2020,1373
"1864","Mamou","Pita",1,2021,1601
"1865","Mamou","Pita",1,2022,1936
"1866","Mamou","Pita",2,2018,809
"1867","Mamou","Pita",2,2019,707
"1868","Mamou","Pita",2,2020,1141
"1869","Mamou","Pita",2,2021,1268
"1870","Mamou","Pita",2,2022,1394
"1871","Mamou","Pita",3,2018,858
"1872","Mamou","Pita",3,2019,791
"1873","Mamou","Pita",3,2020,1252
"1874","Mamou","Pita",3,2021,1336
"1875","Mamou","Pita",3,2022,1348
"1876","Mamou","Pita",4,2018,1002
"1877","Mamou","Pita",4,2019,1010
"1878","Mamou","Pita",4,2020,941
"1879","Mamou","Pita",4,2021,1559
"1880","Mamou","Pita",4,2022,1603
"1881","Mamou","Pita",5,2018,1143
"1882","Mamou","Pita",5,2019,1106
"1883","Mamou","Pita",5,2020,1425
"1884","Mamou","Pita",5,2021,1227
"1885","Mamou","Pita",5,2022,1721
"1886","Mamou","Pita",6,2018,1878
"1887","Mamou","Pita",6,2019,1927
"1888","Mamou","Pita",6,2020,3580
"1889","Mamou","Pita",6,2021,2419
"1890","Mamou","Pita",6,2022,3358
"1891","Mamou","Pita",7,2018,4438
"1892","Mamou","Pita",7,2019,4367
"1893","Mamou","Pita",7,2020,3800
"1894","Mamou","Pita",7,2021,5125
"1895","Mamou","Pita",7,2022,6881
"1896","Mamou","Pita",8,2018,7385
"1897","Mamou","Pita",8,2019,5748
"1898","Mamou","Pita",8,2020,5710
"1899","Mamou","Pita",8,2021,5937
"1900","Mamou","Pita",8,2022,7977
"1901","Mamou","Pita",9,2018,5905
"1902","Mamou","Pita",9,2019,5191
"1903","Mamou","Pita",9,2020,4565
"1904","Mamou","Pita",9,2021,3489
"1905","Mamou","Pita",9,2022,5022
"1906","Mamou","Pita",10,2018,4354
"1907","Mamou","Pita",10,2019,4332
"1908","Mamou","Pita",10,2020,3415
"1909","Mamou","Pita",10,2021,3201
"1910","Mamou","Pita",10,2022,3894
"1911","Mamou","Pita",11,2018,4222
"1912","Mamou","Pita",11,2019,4048
"1913","Mamou","Pita",11,2020,4189
"1914","Mamou","Pita",11,2021,3105
"1915","Mamou","Pita",11,2022,4647
"1916","Mamou","Pita",12,2018,1674
"1917","Mamou","Pita",12,2019,2577
"1918","Mamou","Pita",12,2020,2329
"1919","Mamou","Pita",12,2021,2880
"1920","Mamou","Pita",12,2022,2901
"1921","N'Zerekore","Beyla",1,2018,1675
"1922","N'Zerekore","Beyla",1,2019,2726
"1923","N'Zerekore","Beyla",1,2020,4073
"1924","N'Zerekore","Beyla",1,2021,4604
"1925","N'Zerekore","Beyla",1,2022,5748
"1926","N'Zerekore","Beyla",2,2018,1758
"1927","N'Zerekore","Beyla",2,2019,2218
"1928","N'Zerekore","Beyla",2,2020,4624
"1929","N'Zerekore","Beyla",2,2021,4538
"1930","N'Zerekore","Beyla",2,2022,5302
"1931","N'Zerekore","Beyla",3,2018,2752
"1932","N'Zerekore","Beyla",3,2019,2860
"1933","N'Zerekore","Beyla",3,2020,4342
"1934","N'Zerekore","Beyla",3,2021,4534
"1935","N'Zerekore","Beyla",3,2022,5719
"1936","N'Zerekore","Beyla",4,2018,4306
"1937","N'Zerekore","Beyla",4,2019,3535
"1938","N'Zerekore","Beyla",4,2020,4836
"1939","N'Zerekore","Beyla",4,2021,5638
"1940","N'Zerekore","Beyla",4,2022,6299
"1941","N'Zerekore","Beyla",5,2018,4204
"1942","N'Zerekore","Beyla",5,2019,4066
"1943","N'Zerekore","Beyla",5,2020,6467
"1944","N'Zerekore","Beyla",5,2021,6103
"1945","N'Zerekore","Beyla",5,2022,6938
"1946","N'Zerekore","Beyla",6,2018,4395
"1947","N'Zerekore","Beyla",6,2019,4833
"1948","N'Zerekore","Beyla",6,2020,5883
"1949","N'Zerekore","Beyla",6,2021,6132
"1950","N'Zerekore","Beyla",6,2022,6687
"1951","N'Zerekore","Beyla",7,2018,3935
"1952","N'Zerekore","Beyla",7,2019,4607
"1953","N'Zerekore","Beyla",7,2020,5653
