"","adm1","adm2","month","year","conf"
"680","Faranah","Dinguiraye",4,2022,941
"681","Faranah","Dinguiraye",5,2018,503
"682","Faranah","Dinguiraye",5,2019,512
"683","Faranah","Dinguiraye",5,2020,1063
"684","Faranah","Dinguiraye",5,2021,1183
"685","Faranah","Dinguiraye",5,2022,1089
"686","Faranah","Dinguiraye",6,2018,1075
"687","Faranah","Dinguiraye",6,2019,1268
"688","Faranah","Dinguiraye",6,2020,2569
"689","Faranah","Dinguiraye",6,2021,2402
"690","Faranah","Dinguiraye",6,2022,3444
"691","Faranah","Dinguiraye",7,2018,2222
"692","Faranah","Dinguiraye",7,2019,2487
"693","Faranah","Dinguiraye",7,2020,2987
"694","Faranah","Dinguiraye",7,2021,4065
"695","Faranah","Dinguiraye",7,2022,4906
"696","Faranah","Dinguiraye",8,2018,2132
"697","Faranah","Dinguiraye",8,2019,2703
"698","Faranah","Dinguiraye",8,2020,3373
"699","Faranah","Dinguiraye",8,2021,4509
"700","Faranah","Dinguiraye",8,2022,4555
"701","Faranah","Dinguiraye",9,2018,1888
"702","Faranah","Dinguiraye",9,2019,2111
"703","Faranah","Dinguiraye",9,2020,2585
"704","Faranah","Dinguiraye",9,2021,2996
"705","Faranah","Dinguiraye",9,2022,3853
"706","Faranah","Dinguiraye",10,2018,1968
"707","Faranah","Dinguiraye",10,2019,2164
"708","Faranah","Dinguiraye",10,2020,2324
"709","Faranah","Dinguiraye",10,2021,2577
"710","Faranah","Dinguiraye",10,2022,4181
"711","Faranah","Dinguiraye",11,2018,1672
"712","Faranah","Dinguiraye",11,2019,2364
"713","Faranah","Dinguiraye",11,2020,2727
"714","Faranah","Dinguiraye",11,2021,2874
"715","Faranah","Dinguiraye",11,2022,4762
"716","Faranah","Dinguiraye",12,2018,927
"717","Faranah","Dinguiraye",12,2019,1380
"718","Faranah","Dinguiraye",12,2020,1622
"719","Faranah","Dinguiraye",12,2021,2508
"720","Faranah","Dinguiraye",12,2022,2689
"721","Faranah","Faranah",1,2018,1965
"722","Faranah","Faranah",1,2019,2656
"723","Faranah","Faranah",1,2020,3751
"724","Faranah","Faranah",1,2021,4764
"725","Faranah","Faranah",1,2022,4810
"726","Faranah","Faranah",2,2018,1862
"727","Faranah","Faranah",2,2019,2522
"728","Faranah","Faranah",2,2020,4242
"729","Faranah","Faranah",2,2021,3922
"730","Faranah","Faranah",2,2022,5454
"731","Faranah","Faranah",3,2018,2379
"732","Faranah","Faranah",3,2019,2696
"733","Faranah","Faranah",3,2020,3825
"734","Faranah","Faranah",3,2021,4584
"735","Faranah","Faranah",3,2022,5683
"736","Faranah","Faranah",4,2018,2927
"737","Faranah","Faranah",4,2019,2136
"738","Faranah","Faranah",4,2020,3511
"739","Faranah","Faranah",4,2021,4207
"740","Faranah","Faranah",4,2022,5384
"741","Faranah","Faranah",5,2018,2693
"742","Faranah","Faranah",5,2019,3607
"743","Faranah","Faranah",5,2020,6028
"744","Faranah","Faranah",5,2021,5361
"745","Faranah","Faranah",5,2022,6176
"746","Faranah","Faranah",6,2018,3400
"747","Faranah","Faranah",6,2019,4797
"748","Faranah","Faranah",6,2020,6941
"749","Faranah","Faranah",6,2021,6588
"750","Faranah","Faranah",6,2022,8717
"751","Faranah","Faranah",7,2018,4089
"752","Faranah","Faranah",7,2019,5416
"753","Faranah","Faranah",7,2020,4816
"754","Faranah","Faranah",7,2021,6843
"755","Faranah","Faranah",7,2022,9278
"756","Faranah","Faranah",8,2018,3248
"757","Faranah","Faranah",8,2019,5697
"758","Faranah","Faranah",8,2020,5652
"759","Faranah","Faranah",8,2021,7331
"760","Faranah","Faranah",8,2022,7796
"761","Faranah","Faranah",9,2018,3930
"762","Faranah","Faranah",9,2019,4665
"763","Faranah","Faranah",9,2020,4907
"764","Faranah","Faranah",9,2021,6641
"765","Faranah","Faranah",9,2022,8522
"766","Faranah","Faranah",10,2018,3945
"767","Faranah","Faranah",10,2019,4586
"768","Faranah","Faranah",10,2020,3692
"769","Faranah","Faranah",10,2021,5979
"770","Faranah","Faranah",10,2022,7190
"771","Faranah","Faranah",11,2018,3867
"772","Faranah","Faranah",11,2019,5720
"773","Faranah","Faranah",11,2020,6198
"774","Faranah","Faranah",11,2021,6741
"775","Faranah","Faranah",11,2022,8158
"776","Faranah","Faranah",12,2018,3266
"777","Faranah","Faranah",12,2019,4747
"778","Faranah","Faranah",12,2020,4441
"779","Faranah","Faranah",12,2021,5307
"780","Faranah","Faranah",12,2022,7222
"781","Faranah","Kissidougou",1,2018,3258
"782","Faranah","Kissidougou",1,2019,2708
"783","Faranah","Kissidougou",1,2020,4701
"784","Faranah","Kissidougou",1,2021,4187
"785","Faranah","Kissidougou",1,2022,5414
"786","Faranah","Kissidougou",2,2018,2532
"787","Faranah","Kissidougou",2,2019,2987
"788","Faranah","Kissidougou",2,2020,3629
"789","Faranah","Kissidougou",2,2021,3965
"790","Faranah","Kissidougou",2,2022,5083
"791","Faranah","Kissidougou",3,2018,2736
"792","Faranah","Kissidougou",3,2019,2560
"793","Faranah","Kissidougou",3,2020,3169
"794","Faranah","Kissidougou",3,2021,4123
"795","Faranah","Kissidougou",3,2022,4747
"796","Faranah","Kissidougou",4,2018,3631
"797","Faranah","Kissidougou",4,2019,3424
"798","Faranah","Kissidougou",4,2020,3350
"799","Faranah","Kissidougou",4,2021,5524
"800","Faranah","Kissidougou",4,2022,6902
"801","Faranah","Kissidougou",5,2018,4760
"802","Faranah","Kissidougou",5,2019,4992
"803","Faranah","Kissidougou",5,2020,5286
"804","Faranah","Kissidougou",5,2021,5913
"805","Faranah","Kissidougou",5,2022,8205
"806","Faranah","Kissidougou",6,2018,4079
"807","Faranah","Kissidougou",6,2019,5392
"808","Faranah","Kissidougou",6,2020,6434
"809","Faranah","Kissidougou",6,2021,5731
"810","Faranah","Kissidougou",6,2022,8035
"811","Faranah","Kissidougou",7,2018,4797
"812","Faranah","Kissidougou",7,2019,5144
"813","Faranah","Kissidougou",7,2020,6124
"814","Faranah","Kissidougou",7,2021,5479
"815","Faranah","Kissidougou",7,2022,7426
"816","Faranah","Kissidougou",8,2018,3991
"817","Faranah","Kissidougou",8,2019,5689
"818","Faranah","Kissidougou",8,2020,5087
"819","Faranah","Kissidougou",8,2021,6616
"820","Faranah","Kissidougou",8,2022,5497
"821","Faranah","Kissidougou",9,2018,4199
"822","Faranah","Kissidougou",9,2019,4730
"823","Faranah","Kissidougou",9,2020,4270
"824","Faranah","Kissidougou",9,2021,5460
"825","Faranah","Kissidougou",9,2022,6621
"826","Faranah","Kissidougou",10,2018,4303
"827","Faranah","Kissidougou",10,2019,4233
"828","Faranah","Kissidougou",10,2020,4088
"829","Faranah","Kissidougou",10,2021,4881
"830","Faranah","Kissidougou",10,2022,6397
"831","Faranah","Kissidougou",11,2018,4460
"832","Faranah","Kissidougou",11,2019,4600
"833","Faranah","Kissidougou",11,2020,4434
"834","Faranah","Kissidougou",11,2021,4513
"835","Faranah","Kissidougou",11,2022,8222
"836","Faranah","Kissidougou",12,2018,3671
"837","Faranah","Kissidougou",12,2019,4584
"838","Faranah","Kissidougou",12,2020,4475
"839","Faranah","Kissidougou",12,2021,4821
"840","Faranah","Kissidougou",12,2022,7579
"841","Kankan","Kankan",1,2018,2703
"842","Kankan","Kankan",1,2019,2774
"843","Kankan","Kankan",1,2020,3135
"844","Kankan","Kankan",1,2021,3902
"845","Kankan","Kankan",1,2022,4609
"846","Kankan","Kankan",2,2018,3120
"847","Kankan","Kankan",2,2019,2705
"848","Kankan","Kankan",2,2020,2607
"849","Kankan","Kankan",2,2021,3959
"850","Kankan","Kankan",2,2022,4246
"851","Kankan","Kankan",3,2018,3368
"852","Kankan","Kankan",3,2019,2928
"853","Kankan","Kankan",3,2020,2974
"854","Kankan","Kankan",3,2021,4100
"855","Kankan","Kankan",3,2022,3912
"856","Kankan","Kankan",4,2018,3886
"857","Kankan","Kankan",4,2019,2779
"858","Kankan","Kankan",4,2020,2537
"859","Kankan","Kankan",4,2021,4103
"860","Kankan","Kankan",4,2022,3786
"861","Kankan","Kankan",5,2018,3749
"862","Kankan","Kankan",5,2019,3097
"863","Kankan","Kankan",5,2020,3803
"864","Kankan","Kankan",5,2021,4547
"865","Kankan","Kankan",5,2022,4736
"866","Kankan","Kankan",6,2018,3775
"867","Kankan","Kankan",6,2019,4400
"868","Kankan","Kankan",6,2020,4475
"869","Kankan","Kankan",6,2021,5577
"870","Kankan","Kankan",6,2022,5201
"871","Kankan","Kankan",7,2018,3318
"872","Kankan","Kankan",7,2019,3872
"873","Kankan","Kankan",7,2020,4157
"874","Kankan","Kankan",7,2021,6795
"875","Kankan","Kankan",7,2022,7686
"876","Kankan","Kankan",8,2018,3557
"877","Kankan","Kankan",8,2019,3575
"878","Kankan","Kankan",8,2020,5443
"879","Kankan","Kankan",8,2021,7352
"880","Kankan","Kankan",8,2022,7061
"881","Kankan","Kankan",9,2018,3747
"882","Kankan","Kankan",9,2019,4327
"883","Kankan","Kankan",9,2020,4142
"884","Kankan","Kankan",9,2021,5176
"885","Kankan","Kankan",9,2022,7016
"886","Kankan","Kankan",10,2018,3674
"887","Kankan","Kankan",10,2019,4080
"888","Kankan","Kankan",10,2020,4348
"889","Kankan","Kankan",10,2021,5177
"890","Kankan","Kankan",10,2022,7127
"891","Kankan","Kankan",11,2018,4252
"892","Kankan","Kankan",11,2019,4724
"893","Kankan","Kankan",11,2020,4611
"894","Kankan","Kankan",11,2021,6087
"895","Kankan","Kankan",11,2022,6708
"896","Kankan","Kankan",12,2018,2841
"897","Kankan","Kankan",12,2019,3783
"898","Kankan","Kankan",12,2020,3445
"899","Kankan","Kankan",12,2021,5259
"900","Kankan","Kankan",12,2022,4242
"901","Kankan","Kerouane",1,2018,1033
"902","Kankan","Kerouane",1,2019,1823
"903","Kankan","Kerouane",1,2020,2401
"904","Kankan","Kerouane",1,2021,3988
"905","Kankan","Kerouane",1,2022,4861
"906","Kankan","Kerouane",2,2018,890
"907","Kankan","Kerouane",2,2019,1706
"908","Kankan","Kerouane",2,2020,3022
"909","Kankan","Kerouane",2,2021,3128
"910","Kankan","Kerouane",2,2022,5104
"911","Kankan","Kerouane",3,2018,1503
"912","Kankan","Kerouane",3,2019,2059
"913","Kankan","Kerouane",3,2020,2728
"914","Kankan","Kerouane",3,2021,3271
"915","Kankan","Kerouane",3,2022,4548
"916","Kankan","Kerouane",4,2018,1363
"917","Kankan","Kerouane",4,2019,2404
"918","Kankan","Kerouane",4,2020,2657
"919","Kankan","Kerouane",4,2021,3812
"920","Kankan","Kerouane",4,2022,5391
"921","Kankan","Kerouane",5,2018,507
"922","Kankan","Kerouane",5,2019,1982
"923","Kankan","Kerouane",5,2020,3226
"924","Kankan","Kerouane",5,2021,4517
"925","Kankan","Kerouane",5,2022,5078
"926","Kankan","Kerouane",6,2018,1835
"927","Kankan","Kerouane",6,2019,2328
"928","Kankan","Kerouane",6,2020,3838
"929","Kankan","Kerouane",6,2021,4139
"930","Kankan","Kerouane",6,2022,6336
"931","Kankan","Kerouane",7,2018,2127
"932","Kankan","Kerouane",7,2019,3571
"933","Kankan","Kerouane",7,2020,4260
"934","Kankan","Kerouane",7,2021,4695
"935","Kankan","Kerouane",7,2022,6864
"936","Kankan","Kerouane",8,2018,1670
"937","Kankan","Kerouane",8,2019,4019
"938","Kankan","Kerouane",8,2020,4308
"939","Kankan","Kerouane",8,2021,4554
"940","Kankan","Kerouane",8,2022,7406
"941","Kankan","Kerouane",9,2018,1878
"942","Kankan","Kerouane",9,2019,2532
"943","Kankan","Kerouane",9,2020,4229
"944","Kankan","Kerouane",9,2021,4855
"945","Kankan","Kerouane",9,2022,6354
"946","Kankan","Kerouane",10,2018,3703
"947","Kankan","Kerouane",10,2019,2855
"948","Kankan","Kerouane",10,2020,4185
"949","Kankan","Kerouane",10,2021,5333
"950","Kankan","Kerouane",10,2022,7203
"951","Kankan","Kerouane",11,2018,1460
"952","Kankan","Kerouane",11,2019,3408
"953","Kankan","Kerouane",11,2020,3976
"954","Kankan","Kerouane",11,2021,4527
"955","Kankan","Kerouane",11,2022,9032
"956","Kankan","Kerouane",12,2018,833
"957","Kankan","Kerouane",12,2019,3445
"958","Kankan","Kerouane",12,2020,4790
"959","Kankan","Kerouane",12,2021,4256
"960","Kankan","Kerouane",12,2022,6536
"961","Kankan","Kouroussa",1,2018,2632
"962","Kankan","Kouroussa",1,2019,2712
"963","Kankan","Kouroussa",1,2020,4168
"964","Kankan","Kouroussa",1,2021,4035
"965","Kankan","Kouroussa",1,2022,4891
"966","Kankan","Kouroussa",2,2018,2093
"967","Kankan","Kouroussa",2,2019,2325
"968","Kankan","Kouroussa",2,2020,3198
"969","Kankan","Kouroussa",2,2021,3447
"970","Kankan","Kouroussa",2,2022,3471
"971","Kankan","Kouroussa",3,2018,2186
"972","Kankan","Kouroussa",3,2019,2008
"973","Kankan","Kouroussa",3,2020,3760
"974","Kankan","Kouroussa",3,2021,3680
"975","Kankan","Kouroussa",3,2022,3077
"976","Kankan","Kouroussa",4,2018,2163
"977","Kankan","Kouroussa",4,2019,2311
"978","Kankan","Kouroussa",4,2020,2372
"979","Kankan","Kouroussa",4,2021,4215
"980","Kankan","Kouroussa",4,2022,3781
"981","Kankan","Kouroussa",5,2018,2325
"982","Kankan","Kouroussa",5,2019,2599
"983","Kankan","Kouroussa",5,2020,5159
"984","Kankan","Kouroussa",5,2021,4242
"985","Kankan","Kouroussa",5,2022,3999
"986","Kankan","Kouroussa",6,2018,3447
"987","Kankan","Kouroussa",6,2019,6029
"988","Kankan","Kouroussa",6,2020,8290
"989","Kankan","Kouroussa",6,2021,8133
"990","Kankan","Kouroussa",6,2022,6552
"991","Kankan","Kouroussa",7,2018,3680
"992","Kankan","Kouroussa",7,2019,6669
"993","Kankan","Kouroussa",7,2020,7162
"994","Kankan","Kouroussa",7,2021,9195
"995","Kankan","Kouroussa",7,2022,10180
"996","Kankan","Kouroussa",8,2018,4249
"997","Kankan","Kouroussa",8,2019,6837
"998","Kankan","Kouroussa",8,2020,9994
"999","Kankan","Kouroussa",8,2021,10405
"1000","Kankan","Kouroussa",8,2022,9140
"1001","Kankan","Kouroussa",9,2018,4567
"1002","Kankan","Kouroussa",9,2019,5664
"1003","Kankan","Kouroussa",9,2020,6430
"1004","Kankan","Kouroussa",9,2021,5695
"1005","Kankan","Kouroussa",9,2022,8138
"1006","Kankan","Kouroussa",10,2018,5206
"1007","Kankan","Kouroussa",10,2019,5511
"1008","Kankan","Kouroussa",10,2020,7274
"1009","Kankan","Kouroussa",10,2021,5942
"1010","Kankan","Kouroussa",10,2022,8618
"1011","Kankan","Kouroussa",11,2018,5273
"1012","Kankan","Kouroussa",11,2019,6422
"1013","Kankan","Kouroussa",11,2020,7485
"1014","Kankan","Kouroussa",11,2021,5591
"1015","Kankan","Kouroussa",11,2022,9733
"1016","Kankan","Kouroussa",12,2018,3530
"1017","Kankan","Kouroussa",12,2019,5779
"1018","Kankan","Kouroussa",12,2020,4621
"1019","Kankan","Kouroussa",12,2021,6143
"1020","Kankan","Kouroussa",12,2022,7891
"1021","Kankan","Mandiana",1,2018,4070
"1022","Kankan","Mandiana",1,2019,4598
"1023","Kankan","Mandiana",1,2020,4978
"1024","Kankan","Mandiana",1,2021,6586
"1025","Kankan","Mandiana",1,2022,7259
"1026","Kankan","Mandiana",2,2018,3680
"1027","Kankan","Mandiana",2,2019,8777
"1028","Kankan","Mandiana",2,2020,5193
"1029","Kankan","Mandiana",2,2021,6489
"1030","Kankan","Mandiana",2,2022,5632
"1031","Kankan","Mandiana",3,2018,4001
"1032","Kankan","Mandiana",3,2019,4268
"1033","Kankan","Mandiana",3,2020,5621
"1034","Kankan","Mandiana",3,2021,6558
"1035","Kankan","Mandiana",3,2022,5675
"1036","Kankan","Mandiana",4,2018,4275
"1037","Kankan","Mandiana",4,2019,4089
"1038","Kankan","Mandiana",4,2020,4904
"1039","Kankan","Mandiana",4,2021,6581
"1040","Kankan","Mandiana",4,2022,6156
"1041","Kankan","Mandiana",5,2018,4306
"1042","Kankan","Mandiana",5,2019,4070
"1043","Kankan","Mandiana",5,2020,5058
"1044","Kankan","Mandiana",5,2021,6999
"1045","Kankan","Mandiana",5,2022,5209
"1046","Kankan","Mandiana",6,2018,4411
"1047","Kankan","Mandiana",6,2019,5034
"1048","Kankan","Mandiana",6,2020,6966
"1049","Kankan","Mandiana",6,2021,8932
"1050","Kankan","Mandiana",6,2022,6516
"1051","Kankan","Mandiana",7,2018,4878
"1052","Kankan","Mandiana",7,2019,5080
"1053","Kankan","Mandiana",7,2020,8454
"1054","Kankan","Mandiana",7,2021,10112
"1055","Kankan","Mandiana",7,2022,8254
"1056","Kankan","Mandiana",8,2018,4425
"1057","Kankan","Mandiana",8,2019,5359
"1058","Kankan","Mandiana",8,2020,8525
"1059","Kankan","Mandiana",8,2021,9979
"1060","Kankan","Mandiana",8,2022,8764
"1061","Kankan","Mandiana",9,2018,5649
"1062","Kankan","Mandiana",9,2019,4824
"1063","Kankan","Mandiana",9,2020,6733
"1064","Kankan","Mandiana",9,2021,9154
"1065","Kankan","Mandiana",9,2022,10302
"1066","Kankan","Mandiana",10,2018,5638
"1067","Kankan","Mandiana",10,2019,5545
"1068","Kankan","Mandiana",10,2020,7324
"1069","Kankan","Mandiana",10,2021,9696
"1070","Kankan","Mandiana",10,2022,13029
"1071","Kankan","Mandiana",11,2018,5327
"1072","Kankan","Mandiana",11,2019,6504
"1073","Kankan","Mandiana",11,2020,8439
"1074","Kankan","Mandiana",11,2021,9747
"1075","Kankan","Mandiana",11,2022,13501
"1076","Kankan","Mandiana",12,2018,4999
"1077","Kankan","Mandiana",12,2019,6256
"1078","Kankan","Mandiana",12,2020,7835
"1079","Kankan","Mandiana",12,2021,8950
"1080","Kankan","Mandiana",12,2022,9093
"1081","Kankan","Siguiri",1,2018,4679
"1082","Kankan","Siguiri",1,2019,8954
"1083","Kankan","Siguiri",1,2020,7614
"1084","Kankan","Siguiri",1,2021,8228
"1085","Kankan","Siguiri",1,2022,8522
"1086","Kankan","Siguiri",2,2018,3546
"1087","Kankan","Siguiri",2,2019,8790
"1088","Kankan","Siguiri",2,2020,8611
"1089","Kankan","Siguiri",2,2021,9715
"1090","Kankan","Siguiri",2,2022,5259
"1091","Kankan","Siguiri",3,2018,4602
"1092","Kankan","Siguiri",3,2019,8070
"1093","Kankan","Siguiri",3,2020,8627
"1094","Kankan","Siguiri",3,2021,9855
"1095","Kankan","Siguiri",3,2022,6034
"1096","Kankan","Siguiri",4,2018,5899
"1097","Kankan","Siguiri",4,2019,7976
"1098","Kankan","Siguiri",4,2020,8061
"1099","Kankan","Siguiri",4,2021,9115
"1100","Kankan","Siguiri",4,2022,5888
"1101","Kankan","Siguiri",5,2018,5980
"1102","Kankan","Siguiri",5,2019,7045
"1103","Kankan","Siguiri",5,2020,7413
"1104","Kankan","Siguiri",5,2021,9040
"1105","Kankan","Siguiri",5,2022,5531
"1106","Kankan","Siguiri",6,2018,6135
"1107","Kankan","Siguiri",6,2019,7297
"1108","Kankan","Siguiri",6,2020,10323
"1109","Kankan","Siguiri",6,2021,10301
"1110","Kankan","Siguiri",6,2022,6899
"1111","Kankan","Siguiri",7,2018,7134
"1112","Kankan","Siguiri",7,2019,6206
"1113","Kankan","Siguiri",7,2020,9831
"1114","Kankan","Siguiri",7,2021,11541
"1115","Kankan","Siguiri",7,2022,9023
"1116","Kankan","Siguiri",8,2018,7495
"1117","Kankan","Siguiri",8,2019,10366
"1118","Kankan","Siguiri",8,2020,11798
"1119","Kankan","Siguiri",8,2021,12032
"1120","Kankan","Siguiri",8,2022,10701
"1121","Kankan","Siguiri",9,2018,8912
"1122","Kankan","Siguiri",9,2019,9401
"1123","Kankan","Siguiri",9,2020,9392
"1124","Kankan","Siguiri",9,2021,11626
"1125","Kankan","Siguiri",9,2022,10491
"1126","Kankan","Siguiri",10,2018,8669
"1127","Kankan","Siguiri",10,2019,11272
"1128","Kankan","Siguiri",10,2020,8727
"1129","Kankan","Siguiri",10,2021,11335
"1130","Kankan","Siguiri",10,2022,10913
"1131","Kankan","Siguiri",11,2018,9675
"1132","Kankan","Siguiri",11,2019,10176
"1133","Kankan","Siguiri",11,2020,9047
"1134","Kankan","Siguiri",11,2021,11176
"1135","Kankan","Siguiri",11,2022,12357
"1136","Kankan","Siguiri",12,2018,9468
"1137","Kankan","Siguiri",12,2019,9138
"1138","Kankan","Siguiri",12,2020,8563
"1139","Kankan","Siguiri",12,2021,9755
"1140","Kankan","Siguiri",12,2022,8940
"1141","Kindia","Coyah",1,2018,2465
"1142","Kindia","Coyah",1,2019,1596
"1143","Kindia","Coyah",1,2020,2657
"1144","Kindia","Coyah",1,2021,3112
"1145","Kindia","Coyah",1,2022,4323
"1146","Kindia","Coyah",2,2018,1844
"1147","Kindia","Coyah",2,2019,1667
"1148","Kindia","Coyah",2,2020,1952
"1149","Kindia","Coyah",2,2021,2451
"1150","Kindia","Coyah",2,2022,3610
"1151","Kindia","Coyah",3,2018,1759
"1152","Kindia","Coyah",3,2019,1709
"1153","Kindia","Coyah",3,2020,1956
"1154","Kindia","Coyah",3,2021,2186
"1155","Kindia","Coyah",3,2022,3738
"1156","Kindia","Coyah",4,2018,1550
"1157","Kindia","Coyah",4,2019,2049
"1158","Kindia","Coyah",4,2020,1180
"1159","Kindia","Coyah",4,2021,1844
"1160","Kindia","Coyah",4,2022,2591
"1161","Kindia","Coyah",5,2018,1310
"1162","Kindia","Coyah",5,2019,2064
"1163","Kindia","Coyah",5,2020,1657
"1164","Kindia","Coyah",5,2021,2503
"1165","Kindia","Coyah",5,2022,3348
"1166","Kindia","Coyah",6,2018,1840
"1167","Kindia","Coyah",6,2019,3186
"1168","Kindia","Coyah",6,2020,2274
"1169","Kindia","Coyah",6,2021,4153
"1170","Kindia","Coyah",6,2022,5471
"1171","Kindia","Coyah",7,2018,3606
"1172","Kindia","Coyah",7,2019,3356
"1173","Kindia","Coyah",7,2020,3754
"1174","Kindia","Coyah",7,2021,4614
"1175","Kindia","Coyah",7,2022,6008
"1176","Kindia","Coyah",8,2018,4095
"1177","Kindia","Coyah",8,2019,3655
"1178","Kindia","Coyah",8,2020,4581
"1179","Kindia","Coyah",8,2021,5108
"1180","Kindia","Coyah",8,2022,7228
"1181","Kindia","Coyah",9,2018,2869
"1182","Kindia","Coyah",9,2019,3538
"1183","Kindia","Coyah",9,2020,2889
"1184","Kindia","Coyah",9,2021,2762
"1185","Kindia","Coyah",9,2022,5765
"1186","Kindia","Coyah",10,2018,2971
"1187","Kindia","Coyah",10,2019,2580
"1188","Kindia","Coyah",10,2020,2903
"1189","Kindia","Coyah",10,2021,2330
"1190","Kindia","Coyah",10,2022,4030
"1191","Kindia","Coyah",11,2018,2930
"1192","Kindia","Coyah",11,2019,3454
"1193","Kindia","Coyah",11,2020,3613
"1194","Kindia","Coyah",11,2021,4006
"1195","Kindia","Coyah",11,2022,5418
"1196","Kindia","Coyah",12,2018,2701
"1197","Kindia","Coyah",12,2019,3739
"1198","Kindia","Coyah",12,2020,3906
"1199","Kindia","Coyah",12,2021,4446
"1200","Kindia","Coyah",12,2022,5533
"1201","Kindia","Dubreka",1,2018,3438
"1202","Kindia","Dubreka",1,2019,2035
"1203","Kindia","Dubreka",1,2020,3841
"1204","Kindia","Dubreka",1,2021,6993
"1205","Kindia","Dubreka",1,2022,7623
"1206","Kindia","Dubreka",2,2018,2104
"1207","Kindia","Dubreka",2,2019,3376
"1208","Kindia","Dubreka",2,2020,3183
"1209","Kindia","Dubreka",2,2021,4522
"1210","Kindia","Dubreka",2,2022,6659
"1211","Kindia","Dubreka",3,2018,1941
"1212","Kindia","Dubreka",3,2019,1887
"1213","Kindia","Dubreka",3,2020,2274
"1214","Kindia","Dubreka",3,2021,4199
"1215","Kindia","Dubreka",3,2022,5064
"1216","Kindia","Dubreka",4,2018,1513
"1217","Kindia","Dubreka",4,2019,994
"1218","Kindia","Dubreka",4,2020,1539
"1219","Kindia","Dubreka",4,2021,3338
"1220","Kindia","Dubreka",4,2022,3911
"1221","Kindia","Dubreka",5,2018,1391
"1222","Kindia","Dubreka",5,2019,1614
"1223","Kindia","Dubreka",5,2020,1912
"1224","Kindia","Dubreka",5,2021,3279
"1225","Kindia","Dubreka",5,2022,4403
"1226","Kindia","Dubreka",6,2018,2358
"1227","Kindia","Dubreka",6,2019,2446
"1228","Kindia","Dubreka",6,2020,4291
"1229","Kindia","Dubreka",6,2021,5990
"1230","Kindia","Dubreka",6,2022,8485
"1231","Kindia","Dubreka",7,2018,4393
"1232","Kindia","Dubreka",7,2019,4777
"1233","Kindia","Dubreka",7,2020,5495
"1234","Kindia","Dubreka",7,2021,9522
"1235","Kindia","Dubreka",7,2022,11159
"1236","Kindia","Dubreka",8,2018,5069
"1237","Kindia","Dubreka",8,2019,5753
"1238","Kindia","Dubreka",8,2020,4928
"1239","Kindia","Dubreka",8,2021,10319
"1240","Kindia","Dubreka",8,2022,13467
"1241","Kindia","Dubreka",9,2018,4608
"1242","Kindia","Dubreka",9,2019,5448
"1243","Kindia","Dubreka",9,2020,5555
"1244","Kindia","Dubreka",9,2021,7575
"1245","Kindia","Dubreka",9,2022,11343
"1246","Kindia","Dubreka",10,2018,3994
"1247","Kindia","Dubreka",10,2019,4329
"1248","Kindia","Dubreka",10,2020,5078
"1249","Kindia","Dubreka",10,2021,6007
"1250","Kindia","Dubreka",10,2022,9193
"1251","Kindia","Dubreka",11,2018,4505
"1252","Kindia","Dubreka",11,2019,4476
"1253","Kindia","Dubreka",11,2020,6075
"1254","Kindia","Dubreka",11,2021,7048
"1255","Kindia","Dubreka",11,2022,9800
"1256","Kindia","Dubreka",12,2018,3644
"1257","Kindia","Dubreka",12,2019,5596
"1258","Kindia","Dubreka",12,2020,6851
"1259","Kindia","Dubreka",12,2021,8648
"1260","Kindia","Dubreka",12,2022,8735
"1261","Kindia","Forecariah",1,2018,3192
"1262","Kindia","Forecariah",1,2019,2928
"1263","Kindia","Forecariah",1,2020,3687
"1264","Kindia","Forecariah",1,2021,4128
"1265","Kindia","Forecariah",1,2022,5206
"1266","Kindia","Forecariah",2,2018,2362
"1267","Kindia","Forecariah",2,2019,2869
"1268","Kindia","Forecariah",2,2020,3438
"1269","Kindia","Forecariah",2,2021,3381
"1270","Kindia","Forecariah",2,2022,4271
"1271","Kindia","Forecariah",3,2018,2240
"1272","Kindia","Forecariah",3,2019,2239
"1273","Kindia","Forecariah",3,2020,2473
"1274","Kindia","Forecariah",3,2021,3137
"1275","Kindia","Forecariah",3,2022,4003
"1276","Kindia","Forecariah",4,2018,1912
"1277","Kindia","Forecariah",4,2019,1519
"1278","Kindia","Forecariah",4,2020,1652
"1279","Kindia","Forecariah",4,2021,2770
"1280","Kindia","Forecariah",4,2022,3218
"1281","Kindia","Forecariah",5,2018,1959
"1282","Kindia","Forecariah",5,2019,1730
"1283","Kindia","Forecariah",5,2020,2758
"1284","Kindia","Forecariah",5,2021,3226
"1285","Kindia","Forecariah",5,2022,3546
"1286","Kindia","Forecariah",6,2018,3060
"1287","Kindia","Forecariah",6,2019,3199
"1288","Kindia","Forecariah",6,2020,4878
"1289","Kindia","Forecariah",6,2021,5059
"1290","Kindia","Forecariah",6,2022,6649
"1291","Kindia","Forecariah",7,2018,5353
"1292","Kindia","Forecariah",7,2019,5847
"1293","Kindia","Forecariah",7,2020,4597
"1294","Kindia","Forecariah",7,2021,6910
"1295","Kindia","Forecariah",7,2022,7808
"1296","Kindia","Forecariah",8,2018,4739
"1297","Kindia","Forecariah",8,2019,6043
"1298","Kindia","Forecariah",8,2020,5640
"1299","Kindia","Forecariah",8,2021,6235
"1300","Kindia","Forecariah",8,2022,8237
